class,label,gloss
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_chalet,chalet,Chalet is a type of accommodation used in the hospitality industry to describe one or more detached cottages with self-contained cooking facilities and/or bathroom and toilet facilities.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_gallery,art gallery,"Art gallery or art museum is an area or typically a building that displays a variety of visual art exhibitions; The most common exhibits being paintings, sculpture or photography."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_gallery,art museum,"Art gallery or art museum is an area or typically a building that displays a variety of visual art exhibitions; The most common exhibits being paintings, sculpture or photography."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_guest_house,guest house,"Guest houses, similar to a Hostel, provides lodging accommodation without a hotel license that is typically owner-operated. They usually offer a private room served with breakfast, but the staff is not convenient around-the-clock. These range from custom-built guest houses to family-based homes, frequently refer to as a bed and breakfast."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_hostel,hostel,"Hostels provide inexpensive accommodation, typically with them having shared bedrooms, bathrooms, kitchens, and lounges."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_hotel,hotel,"Hotels provide accommodation for guests with usually numbered rooms. Some facilities provided may include a basic bed, storage for clothing and additional guest facilities may include swimming pool, childcare, and conference facilities."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_information,information center,"Information, visitor center or centre, visitor information center or tourist information center is an information source for tourists, travellers and visitors. "
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_information,visitor center,"Information, visitor center or centre, visitor information center or tourist information center is an information source for tourists, travellers and visitors. "
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_motel,motel,"Motel is an abbreviation which is shortened by the term ""motor hotel"". It's an establishment that provides accommodation designed for motorists usually on a short-term basis, with convenient parking for motor cars at or close to the room."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_museum,museum,"Museum is an institution which has exhibitions on scientific, historical, artistic, or cultural artifacts. Typically these are open to the public as a tourist attraction."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_picnic_site,picnic site,"Picnic site is an area that is suitable for eating outdoors and may have a number of facilities within it. For example they might include: toilets, water taps for drinking or cleaning, BBQ grills, benches, table with benches (picnic tables) and covered structures for bad weather. They also may be used on a grassy area that is popular for picnics."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_theme_park,ttheme park,"Theme park or amusement park is an area where entertainment is provided by rides, game concessions, etc., catering to large numbers to people. For example: Disneyland, Magic Kingdom, Universal Studios Florida, Europa Park, and Ocean Park."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_viewpoint,viewpoint,"Viewpoint, also known as a overlook, observation point, lookout, viewing point, scenic area or vista point is a place for visitors, often high, with good a scenery view of the surrounding countryside or notable buildings."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_viewpoint,overlook,"Viewpoint, also known as a overlook, observation point, lookout, viewing point, scenic area or vista point is a place for visitors, often high, with good a scenery view of the surrounding countryside or notable buildings."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_viewpoint,observation point,"Viewpoint, also known as a overlook, observation point, lookout, viewing point, scenic area or vista point is a place for visitors, often high, with good a scenery view of the surrounding countryside or notable buildings."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_viewpoint,lookout,"Viewpoint, also known as a overlook, observation point, lookout, viewing point, scenic area or vista point is a place for visitors, often high, with good a scenery view of the surrounding countryside or notable buildings."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_viewpoint,viewing point,"Viewpoint, also known as a overlook, observation point, lookout, viewing point, scenic area or vista point is a place for visitors, often high, with good a scenery view of the surrounding countryside or notable buildings."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_viewpoint,scenic area,"Viewpoint, also known as a overlook, observation point, lookout, viewing point, scenic area or vista point is a place for visitors, often high, with good a scenery view of the surrounding countryside or notable buildings."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_viewpoint,vista point,"Viewpoint, also known as a overlook, observation point, lookout, viewing point, scenic area or vista point is a place for visitors, often high, with good a scenery view of the surrounding countryside or notable buildings."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_wilderness_hut,wilderness hut,"Wilderness hut or backcountry hut is a remote building, with generally a fireplace, intended to provide temporary shelter and sleeping accommodation. See also Bothy"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_tourism_zoo,zoo,Zoo is an abbreviation for a zoological garden or park that has confined animals on display for viewing by the public.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_alcohol,alcohol shop,Shop selling alcohol to take away
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bakery,bakery,Shop focused on selling bread
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_beverages,beverage shop,Shop focused on selling alcoholic and non-alcoholic beverages.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_brewing_supplies,brewing supplies,"Shop focused on selling supplies for home brewing of beer, wine and spirits (where permitted)."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_butcher,butcher,Shop focused on selling meat
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_cheese,cheese shop,Shop focused on selling cheese.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_chocolate,chocolat shop,Shop focused on selling chocolate.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_coffee,coffee store,Shop focused on selling coffee.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_confectionery,confectionery shop,Shop focused on selling sweets or candy
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_confectionery,candy shop,Shop focused on selling sweets or candy
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_convenience,convenience store,A small local shop carrying a small subset of the items you would find in a supermarket
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_deli,deli,"Shop focused on selling delicatessen (fine foods, gourmet foods), possibly also fine wine. Not to be confused with the US delis."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_dairy,dairy shop,Shop focused on selling dairy products.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_farm,farmer shop,Shop or roadside stand focused on selling freshly harvested farm produce
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_frozen_food,frozen food store,Shop focused on selling frozen food.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_greengrocer,greengrocery,Shop focused on selling vegetables and fruits.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_greengrocer,green grocery,Shop focused on selling vegetables and fruits.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_health_food,health food store,"A health food shop; selling wholefoods, vitamins, nutrition supplements and meat and dairy alternatives."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_ice_cream,ice cream shop,Shop selling ice cream.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_organic,organic shop,Shop focused on selling organic food.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pasta,pasta shop,"Shop focused on selling (fresh) pasta, ravioli, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pastry,pastry shop,"Shop focused on selling baked sweets like cakes, biscuits, strudel and pies."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_seafood,seafood shop,Shop focused on selling fish/seafood.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_spices,spices shop,Shop focused on selling spices.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tea,tea store,Shop focused on selling tea.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_water,water store,Shop focused on selling drinking water.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_department_store,department store,A single large store – often multiple storeys high – selling a large variety of goods.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_general,general store,A store that carries a general line of merchandise.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_kiosk,kiosk shop,"A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_mall,shopping mall,A shopping mall – multiple stores under one roof (also known as a shopping centre)
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_supermarket,supermarket,Supermarket – a large store with groceries and other items
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_wholesale,wholesale store,Wholesale/warehouse club or cash and carry - a store that sells items in bulk to retailers. 
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_wholesale,warehouse club,Wholesale/warehouse club or cash and carry - a store that sells items in bulk to retailers. 
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_baby_goods,baby goods shop,"Shop focused on selling objects for babies (clothes, prams, cots, toys)."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bag,bag store,Shop focused on selling bags.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_boutique,boutique,"A small shopping outlet, especially one that specializes in elite and fashionable items"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_clothes,clothes shop,Shop focused on selling clothes and/or underwear (other related value in use is fashion)
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_fabric,fabric shop,"Shop focused on selling fabric and other materials for the purpose of making clothes and other products, eg dress making."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_fashion_accessories,fashion accessories store,Shop focused on selling fashion accessories.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_fashion_accessories,fashion store,Shop focused on selling fashion accessories.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_jewelry,jewelry,Jewellers shops.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_jewelry,jewelry shop,Jewellers shops.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_leather,leather shop,Shop focused on selling products made out of leather.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_sewing,sewing shop,"A shop that sells sewing supplies (fabric, thread, yarn, knitting needles, sewing machines, etc.)"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_shoes,shoes store,Shop focused on selling shoes.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tailor,tailor,"A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_watches,watch shop,Shop focused on selling watches.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_wool,wool store,Shop selling wool for making of clothes or other products.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_charity,charity,"A charity shop is a shop operated by a charity, for the purposes of fundraising."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_second_hand,second hand shop,A shop buying and selling used clothes and other things.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_variety_store,variety store,"A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_beauty,beauty shop,"A non-hairdresser beauty shop, spa, nail salon, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_chemist,chemist,"Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_cosmetics,cosmetics store,Shop focused on selling cosmetics
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_erotic,erotic store,"Shop focused on selling erotic toys, -clothes or other erotic stuff."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hairdresser,hairdresser,"Here you can get your hair cut, coloured."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hairdresser,barber shop,"Here you can get your hair cut, coloured."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hairdresser_supply,hairdresser supply shop,"A shop, where you can buy hairdressing supplies."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hearing_aids,hearing aids center,Shop focused on selling hearing aids devices
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_herbalist,herbalist shop,"Shop focused on selling herbs, often for medical purposes."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_massage,massage shop,A massage shop
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_medical_supply,medical supply store,Shop focused on selling medical supplies.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_nutrition_supplements,nutrition supplements store,"Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs)"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_optician,optician,"Shop focused on selling eyeglasses, contact lenses (may also check your eyes)."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_perfumery,perfumery shop,Shop focused on selling perfumery
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tattoo,tattoo parlour,A tattoo parlour.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_agrarian,agrarian shop,"Shop focused on selling agrarian products, like seeds, agricultural machinery, animal feed, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_appliance,appliance store,"Shop focused on selling large electrical items (aka white goods) washing machines, fridges, cookers, ovens, fans, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bathroom_furnishing,bathroom furnishing,Shop focused on selling bathroom furniture and accessories
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_doityourself,tools shop,"Shop focused on selling tools and supplies to do-it-yourself householders, gardening, …"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_electrical,electrical store,Shop focused on selling electrical supplies and devices
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_energy,energy provider,Shop focused on selling energy
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_fireplace,fireplace shop,"Shop focused on selling electric fireplaces, stoves or masonry heaters and required fuels"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_florist,florist,Shop focused on selling bouquets of flowers.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_garden_centre,garden centre,"Shop focused on selling potted flowers, maybe even trees."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_garden_furniture,garden furniture,"Shop focused on selling garden furniture (sheds, outdoor tables, gates, fences, ...)."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_gas,gas shop,"Shop focused on selling technical gas, such as argon, oxygen, acetylene, nitrogen, carbon dioxide, etc. in pressurized containers"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_glaziery,glaziery,Shop focused on selling and installing glazing for windows and doors.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_groundskeeping,groundskeeping shop,"Shop focused on selling outdoor groundskeeping equipment (lawnmowers, chainsaws, small tractors, ..."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hardware,hardware store,"Shop focused on selling building supplies including screws, bolts & paints."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_houseware,houseware store,"Shop focused on selling crockery, cutlery, kitchenware, small household appliances."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_locksmith,locksmith,Shop focused on selling keys.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_paint,paint shop,Shop focused on selling paints.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_security,security store,"Shop focused on selling security items like burglar alarms, vaults, locking systems, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_trade,trade center,"Shop focused on selling one or more building supplies such as timber/wood, cement etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_antiques,antique shop,Shop focused on selling antiques.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bed,bed shop,Shop focused on selling mattresses and other bedding products.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_candles,candle shop,"Shop focused on selling candles and candle accessories (holders, etc)"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_carpet,carpet shop,Shop focused on selling carpets
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_curtain,curtain shop,Shop focused on selling curtains or drapes
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_doors,door shop,Shop focused on selling doors
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_flooring,flooring store,Shop focused on selling floorings
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_furniture,furniture store,"Shop focused on selling furniture, might range from small decorational items to a whole flat interior"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_household_linen,household linen store,Shop focused on selling household linen.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_interior_decoration,interior decoration center,Shop focused on selling interior decorations.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_kitchen,kitchen store,"A shop where you can plan and buy your kitchen. (Sometimes called ""kitchen studio"" and the like, but plain kitchen is the most frequently used tag so far.)"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_lighting,lighting store,A shop selling lighting fixtures and lamps.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tiles,tile shop,Shop focused on selling tiles.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_window_blind,window blind store,Shop focused on selling window blinds.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_computer,computer store,"Shop focused on selling computers, peripherals, software, …"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_electronics,electronic store,"Shop focused on selling consumer electronics (TV, radio, …). Larger ones may also sell computers, fridges, …"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hifi,hifi shop,Shop focused on selling High Fidelity or High End environment to listen music or watch films at home
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_mobile_phone,mobile phone shop,Shop focused on selling mobile phones and accessories
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_radiotechnics,radiotechnics shop,"Shop focused on selling electronic components, electrical products, radio measuring devices, supplies for radio and electronics."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_vacuum_cleaner,vacuum cleaner store,Shop focused on selling vacuum cleaners and associated products.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_atv,atv shop,"Shop focused on selling atvs (quads), atv equipment and may rent or repair them"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bicycle,bicycle shop,"Shop focused on selling bicycles, bicycle equipment and may rent or repair them"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_boat,boat store,"Shop focused on selling boats, boat equipment and may rent or repair them"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_car,car store,Car store – a place to buy cars or to get your car repaired
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_car_repair,car repair,Shop focused on car repair (usually independent of a specific car brand).
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_car_parts,car parts store,"Shop focused on selling auto parts, auto accessories, motor oil, car chemicals, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_caravan,caravan store,"A shop for caravans, motorhomes & similar recreational vehicles."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_fuel,massage shop,A massage shop
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_fishing,fishing supplies store,Shop focused on selling medical supplies.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_golf,golf shop,"Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs)"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hunting,hunting store,Shop focused on selling gun and hunting equipment.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_jetski,jetski store,"Shop focused on selling jetskis, jetski equipment and may rent or repair them"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_motorcycle,motorcycle store,"Shop focused on selling motorcycles and/or related accessories, clothes, parts, and rental services."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_outdoor,outdoor equipment shop,"Shop focused on selling camping, walking, climbing, and other outdoor sports equipment (GPSes, etc.)"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_scuba_diving,diving equipment store,Shop focused on selling scuba diving equipment.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_ski,ski equipment store,"Shop focused on selling skis, ski equipment and may rent or repair them"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_snowmobile,snowmobile store,"Shop focused on selling snowmobiles, snowmobile equipment and may rent or repair them"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_sports,sports store,Shop focused on selling sporting goods.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_swimming_pool,swimming equipment store,A store that sells swimming pool equipment and supplies.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_trailer,trailer store,Shop focused on selling trailers and parts and/or repairing / renting them
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tyres,tyre store,Shop focused on selling tyres.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_art,art store,"Shop which sells works of art. May be paintings, sculpture, or other types of art"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_collector,collector shop,"A shop for different collector's items like stamps, coins, action figures, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_craft,craft supply store,"An arts and crafts supply store. Commonly sold items are paper, canvas, paint, pencils, crafting wood, crafting tools, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_frame,frame shop,Shop focused on selling frames.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_games,game shop,"Shop focused on selling board games, card games and/or role-playing games."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_model,scale model shop,Shop specialising in the sale of scale models.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_music,music store,Shop focused on selling recorded music (vinyl/CDs/...)
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_musical_instrument,musical instrument shop,"Shop focused on selling musical instruments, lyrics, scores."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_photo,photo store,Shop focused on selling products or services related with photography.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_camera,camera store,A shop mainly selling cameras and lenses
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_trophy,trophy store,"Store selling trophies, awards, plaques etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_video,video store,Shop focused on selling or renting out videos/DVDs.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_video_games,video games store,Shop focused on selling video games.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_anime,anime shop,Shop focused on selling anime stuff.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_books,book store,Shop focused on selling books.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_gift,gift shop,"Shop focused on selling gifts, greeting cards, or tourist gifts (souvenirs)"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_lottery,lottery store,A shop of which the main or only purpose is the sale of lottery tickets.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_newsagent,newsagent shop,"Shop focused on selling newspapers, cigarettes, other goods"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_stationery,stationery store,Shop focused on selling office supplies
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_ticket,ticket store,"Shop focused on selling tickets for concerts, events, public transport, …"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bookmaker,bookmaker shop,A shop that takes bets on sporting and other events at agreed upon odds.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_cannabis,cannabis store,a shop primarily and legally selling non-medical cannabis products
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_copyshop,copyshop,Shop focused on selling photocopying and printing services.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_dry_cleaning,dry cleaning store,Shop or kiosk offering a clothes dry cleaning service. The actual cleaning may be done elsewhere.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_e-cigarette,e-cigarette shop,Shop focused on selling electronic cigarettes.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_funeral_directors,funeral directors center,"Providing services related to funeral arrangements, may also be known as a ""funeral parlour"" or ""undertakers""."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_laundry,laundry service,"A shop to get your normal clothes washed. Might be self service coin operated, with service staff for drop off, …"
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_money_lender,money lender service,A money lender offers small personal loans at high rates of interest.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_party,party supply store,"A shop for party and festival supplies, like costumes, etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pawnbroker,pawn shop,A pawnbroker (or pawnshop) is an individual or business that offers secured loans to people.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pet,pet store,"A shop for pets, animals and toys or food for them."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pet_grooming,pet grooming service,A shop offering grooming services for pets (most frequently dogs)
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pest_control,pest control service,"Shop selling pest control goods to exterminate rats, insects etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pyrotechnics,pyrotechnics store,"Store of pyrotechnics: fireworks, firecrackers, sparklers etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_religion,religious center,"Shop focused on selling religious articles, church shop."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_storage_rental,storage rental service,self storage
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tobacco,tobacco store,"Shop focused on selling tobacco, cigarettes and their related accessories."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_toys,toy store,Shop focused on selling toys.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_travel_agency,travel agency,Shop focused on selling tickets for travelling. Also known as a tour operator.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_vacant,vacant store,"Not an actual shop, of course. You may want to use this tag when a shop has been closed, to avoid confusing other mappers who may not know about this. Plus, you can keep the corresponding object and simply edit it when a new shop opens on the same spot."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_weapons,weapon shop,"Shop focused on selling weapons like knives, guns etc."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_outpost,outpost,Shop primarily used to pick-up items ordered online.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_railway_station,railway station,Railway passenger and/or cargo station. 
http://kr.di.uoa.gr/yago2geo/ontology/OSM_railway_tram_stop,tram stop,A tram stop is a place where a passenger can embark / disembark a tram.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_aircraft,historic aircraft,A decommissioned aircraft which generally remains in one place.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_aqueduct,historic aqueduct,A historic structure to convey water
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_archaeological_site,historic archaeological site,A place in which evidence of past activity is preserved.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_battlefield,historic battlefield,The site of a battle or military skirmish in the past.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_bomb_crater,historic bomb crater,A bomb crater
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_boundary_stone,historic boundary stone,A historic physical marker that identifies a boundary
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_building,historic building,Unspecified historic building.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_cannon,historic cannon,A historic/retired cannon. Usually found on forts or battlefields.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_castle,historic castle,"Used for various kinds of castles, palaces, fortresses, manors, stately homes, kremlins, shiros and other."
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_castle_wall,historic castle wall,A fortification surrounding the bailey of a castle
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_charcoal_pile,historic charcoal pile,Historic site of a charcoal pile. Often still in good condition in hilly forest areas.
http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_church,historic church,A church with a historical value.
